source,target,weight,annee,mois,commentaire
PARIS LYON,BESANCON FRANCHE COMTE TGV,85.4,2012,2,
BELLEGARDE (AIN),PARIS LYON,85.5,2012,2,
PARIS LYON,TOULON,79.2,2012,2,
TOULON,PARIS LYON,81.1,2012,2,
STRASBOURG,PARIS EST,78.7,2012,2,
PARIS NORD,ARRAS,85.1,2012,2,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,85.5,2012,2,
LYON PART DIEU,MARSEILLE ST CHARLES,65.8,2012,2,
LE MANS,PARIS MONTPARNASSE,73.8,2012,2,
MULHOUSE VILLE,PARIS LYON,83.4,2012,2,
RENNES,LYON PART DIEU,83.1,2012,2,
MACON LOCHE,PARIS LYON,85.8,2012,2,
MARSEILLE ST CHARLES,LILLE,64.1,2012,2,
ANNECY,PARIS LYON,88.5,2012,2,
REIMS,PARIS EST,92.8,2012,2,
PARIS EST,METZ,92.5,2012,2,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,85.0,2012,7,"Le 13 juillet, le TGV 8317 heurte un chevreuil près de Saint Arnoult (78). Le train s'arrête et repart avec 32 minutes de retard."
LA ROCHELLE VILLE,PARIS MONTPARNASSE,90.4,2012,7,
PARIS MONTPARNASSE,LAVAL,94.5,2012,7,
PARIS MONTPARNASSE,BREST,94.7,2012,7,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,86.3,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire."
MARSEILLE ST CHARLES,LILLE,67.8,2013,11,"Accidents de personne, alerte à la bombe à Lille, dérangements d'installation à Beugnatre et Croisilles, nombreuses limitations en vitesse pour cause de travaux, important épisode neigeux en Rhône Alpes les 20, 21 et 22 novembre."
LYON PART DIEU,MARSEILLE ST CHARLES,76.7,2013,11,"Les intempéries ayant touché la région lyonnaise les 20, 21 et 22 novembre ont provoqué des retards importants sur l'Axe TGV Sud Est."
AIX EN PROVENCE TGV,PARIS LYON,79.0,2013,11,"Les intempéries ayant touché la région lyonnaise les 20, 21 et 22 novembre ont provoqué des retards importants sur l'Axe TGV Sud Est."
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,84.4,2013,11,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,80.7,2013,11,
PARIS MONTPARNASSE,LE MANS,86.6,2013,11,
PARIS MONTPARNASSE,BREST,97.3,2013,11,
PARIS NORD,DOUAI,88.0,2013,11,
PARIS NORD,LILLE,88.1,2013,11,
ANGOULEME,PARIS MONTPARNASSE,80.7,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire."
PARIS MONTPARNASSE,ANGOULEME,83.7,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire."
RENNES,PARIS MONTPARNASSE,82.7,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire."
NANTES,STRASBOURG,84.7,2013,10,Cette destination a été fortement péjoré par les intempéries mais aussi par quelques pannes matérielles dont le traitement à necessite de réaliser des demandes de secours.
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,88.8,2013,10,Travaux de rénovation de l'infrastructure.
PARIS MONTPARNASSE,NANTES,92.9,2013,10,
ANNECY,PARIS LYON,94.3,2013,10,
ARRAS,PARIS NORD,90.5,2013,10,
NANCY,PARIS EST,93.0,2013,10,
PARIS EST,METZ,94.9,2013,10,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,79.7,2013,12,"Le 15, accident de personne à Jaunay-Clan (nord de Poitiers) : TGV 8350 et 8444 retardés respectivement de 228 et 130 minutes. Le 9, le TGV 8350 est retardé de 97 minutes au terminus après avoir heurté un animal sur ligne à grande vitesse."
PARIS MONTPARNASSE,TOULOUSE MATABIAU,87.8,2013,12,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,92.0,2013,12,
MARSEILLE ST CHARLES,LYON PART DIEU,82.4,2013,12,
LYON PART DIEU,MARSEILLE ST CHARLES,82.1,2013,12,
QUIMPER,PARIS MONTPARNASSE,87.9,2013,12,
RENNES,PARIS MONTPARNASSE,89.6,2013,12,
PARIS MONTPARNASSE,TOURS,86.9,2013,12,
MONTPELLIER,LYON PART DIEU,80.8,2013,12,
PARIS EST,STRASBOURG,91.2,2013,12,
LYON PART DIEU,RENNES,85.0,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : heurt d’un chevreuil, incident caténaire, détournement suite à la collision avec un camion, accident de personne, défaut d’alimentation caténaire."
MARSEILLE ST CHARLES,LYON PART DIEU,81.5,2013,10,
BESANCON FRANCHE COMTE TGV,PARIS LYON,90.7,2013,9,
PARIS LYON,MARSEILLE ST CHARLES,93.8,2013,10,
PARIS LYON,AIX EN PROVENCE TGV,81.4,2013,10,
VANNES,PARIS MONTPARNASSE,93.0,2013,9,
PARIS MONTPARNASSE,VANNES,94.7,2013,9,
PARIS LYON,AVIGNON TGV,89.9,2013,9,
GRENOBLE,PARIS LYON,91.8,2013,10,
LILLE,LYON PART DIEU,93.3,2016,3,
PARIS MONTPARNASSE,QUIMPER,92.5,2015,12,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)"
PARIS LYON,NICE VILLE,90.5,2015,12,Un accident de personne à Cassis le 27 décembre a généré des retards importants sur cette relation
PARIS MONTPARNASSE,LA ROCHELLE VILLE,95.8,2015,12,
PARIS LYON,BESANCON FRANCHE COMTE TGV,96.7,2015,12,
NANTES,PARIS MONTPARNASSE,92.0,2015,12,
PARIS MONTPARNASSE,NANTES,93.5,2015,12,
PARIS LYON,MULHOUSE VILLE,95.2,2015,12,
LYON PART DIEU,RENNES,85.3,2015,12,
PARIS EST,STRASBOURG,94.1,2015,12,
METZ,PARIS EST,89.3,2015,12,
PARIS MONTPARNASSE,TOULOUSE MATABIAU,84.5,2016,2,"Ce mois ci, la ligne a été touchée par : 
- 03/02 : Les disjonctions continues  sur le 8391 à Massy (31 TGV ; 664minutes)
- 09/02 : Présence d'une bâche dans la caténaire à Ingrandes sur vienne (27 TGV ; 751 minutes)
- 09/02 : Arbre sur la caténaire entre Chalais et Montmoreau (9 TGV ; 380 minutes)
- 10/02 : Heurt d’un animal sur la Ligne à Grande Vitesse (11 TGV ; 261 minutes)
- 17/02 : Défaut de géométrie de la voie entre St Benoit et Poitiers (33 TGV ; 381 minutes)
- 19/02 : Pantographe de secours d’un train  collé à la caténaire (32 TGV ; 671 minutes)"
VANNES,PARIS MONTPARNASSE,93.5,2016,2,"Ce mois ci, la ligne a été marquée par :
- 03/02 : Les disjonctions continues  sur le 8391 à Massy (31 TGV ; 664minutes)
- 10/02 : Heurt d’un animal sur la Ligne à Grande Vitesse (11 TGV ; 261 minutes)
- 11/02 : Heurt d’une personne à Vitré (5 TGV ; 522 minutes)
- 17/02 : Suspicion d’un franchissement d’un signal fermé par un train Infrarail au Mans (90 TGV ; 718 minutes)
- 19/02 : Dérangement d’installation à Neau (21 tgv ; 383 minutes)
- 21/02 : défaut d’alimentation électrique à Rennes (22 TGV ; 328 minutes)"
PARIS MONTPARNASSE,ST PIERRE DES CORPS,93.3,2016,2,
POITIERS,PARIS MONTPARNASSE,93.4,2016,2,
PARIS MONTPARNASSE,ANGOULEME,95.8,2016,2,
NANTES,PARIS MONTPARNASSE,93.8,2016,2,
PARIS MONTPARNASSE,NANTES,91.4,2016,2,
DUNKERQUE,PARIS NORD,92.6,2016,2,
DOUAI,PARIS NORD,88.3,2016,2,
PARIS NORD,ARRAS,94.6,2016,2,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,80.9,2015,11,"Ce mois-ci, la liaison a été marquée par:
Le 1er et le 2: les conséquences du déraillement d'un train de ballast vers  Tonneins (36 TGV; 2828mn)
Le 12: la présence d'une personne dans les voies à la sortie de la gare de Paris Montparnasse (29 TGV; 558mn)
Le 13: un défaut de géométrie de la voie à Poitiers (32 TGV; 343mn)
Le 15: le heurt d'un chevreuil vers Villeperdue (21 TGV; 635mn)
Le 23: le heurt d'un animal sur la ligne grande vitesse vers Vendôme (37 TGV; 1074mn)
Le 24: un colis suspect dans un train  à Bordeaux (20 TGV; 641mn)
Le 29: un colis suspect à Paris Montparnasse (19 TGV; 221mn)"
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,91.1,2015,12,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,99.1,2015,12,
CHAMBERY CHALLES LES EAUX,PARIS LYON,91.0,2015,12,
BESANCON FRANCHE COMTE TGV,PARIS LYON,93.4,2015,12,
VANNES,PARIS MONTPARNASSE,97.1,2015,11,
BELLEGARDE (AIN),PARIS LYON,94.7,2015,12,
LYON PART DIEU,LILLE,86.3,2015,12,
STRASBOURG,NANTES,92.9,2015,11,
LILLE,PARIS NORD,92.4,2015,12,
PARIS MONTPARNASSE,BREST,90.4,2016,4,"Ce mois-ci, l'OD a été touchée par:
Le 04 : Panne d’un train TER au Mans (21 TGV ; 479mn)
Le 04 : Accident de personne à Rungis (28 TGV ; 1243mn)
Le 05 : Invasion de la gare de Rennes par des manifestants (20 TGV ; 787mn)
Le 07 : Panne d’un train TER au Mans (25 TGV ; 597mn)
Le 11 : Panne d’un train TER à Montsûrs (11 TGV ; 208mn)
Le 12 : Restitution tardive de travaux à Sillé-le-Guillaume (12 TGV ; 362mn)
Le 14 : Disjonctions multiples sur la ligne grande vitesse (61 TGV ; 2054mn)
Le 20 : Avarie matérielle en sortie de gare Montparnasse (11 TGV ; 263mn)
Le 23 : Panne d’un train TER à Laval (13 TGV ; 717mn)
Le 26 : Grève nationale"
BORDEAUX ST JEAN,PARIS MONTPARNASSE,88.3,2016,4,
PARIS LYON,BESANCON FRANCHE COMTE TGV,93.4,2016,4,
LYON PART DIEU,PARIS LYON,94.4,2016,4,
NICE VILLE,PARIS LYON,89.1,2016,4,
PARIS LYON,DIJON VILLE,95.8,2016,4,
PERPIGNAN,PARIS LYON,90.1,2016,4,
GRENOBLE,PARIS LYON,96.1,2016,4,
PARIS LYON,TOULON,95.4,2016,4,
NIMES,PARIS LYON,90.4,2016,4,
AIX EN PROVENCE TGV,PARIS LYON,94.1,2016,3,Plusieurs accidents de personne (ou présences de personnes aux abords des voies) ont généré des retards importants sur cette relation en mars.
PARIS EST,STRASBOURG,93.4,2016,3,Accident de personne à Stephansfeld (Alsace)
PARIS EST,NANCY,94.1,2016,3,Dérangement GSMR sur LGV
LYON PART DIEU,MARSEILLE ST CHARLES,85.4,2016,2,
PARIS LYON,AIX EN PROVENCE TGV,93.5,2016,3,
PARIS LYON,BELLEGARDE (AIN),92.1,2016,3,
PARIS LYON,LYON PART DIEU,97.0,2016,3,
LYON PART DIEU,RENNES,94.3,2016,2,
MACON LOCHE,PARIS LYON,88.9,2016,3,
AVIGNON TGV,PARIS LYON,90.1,2016,3,
NICE VILLE,PARIS LYON,90.3,2016,1,Les conditions climatiques (embruns maritimes) ont généré une coupure d'alimentation électrique des caténaires le 14 janvier entre Antibes et Nice
LA ROCHELLE VILLE,PARIS MONTPARNASSE,98.5,2016,1,
LYON PART DIEU,MARSEILLE ST CHARLES,85.3,2016,1,
PARIS MONTPARNASSE,POITIERS,96.0,2016,1,
MONTPELLIER,PARIS LYON,91.5,2016,1,
LILLE,MARSEILLE ST CHARLES,89.1,2016,1,
PARIS LYON,TOULON,91.9,2016,1,
PARIS NORD,DUNKERQUE,94.3,2016,1,
DOUAI,PARIS NORD,88.8,2016,1,
PARIS NORD,DOUAI,90.3,2016,1,
PARIS LYON,PERPIGNAN,81.5,2015,11,"Suite aux attentats du 13 novembre à Paris, une recrudescence d'alertes à la bombe et d'interventions des forces de l'ordre ont impacté la régularité des TGV"
PARIS MONTPARNASSE,LA ROCHELLE VILLE,94.1,2015,11,
POITIERS,PARIS MONTPARNASSE,91.9,2015,11,
PARIS MONTPARNASSE,LE MANS,91.8,2015,11,
PARIS LYON,AVIGNON TGV,90.9,2015,11,
PARIS LYON,GRENOBLE,92.6,2015,11,
PARIS LYON,ANNECY,91.5,2015,11,
PARIS LYON,TOULON,86.9,2015,11,
PARIS NORD,LILLE,88.3,2015,11,
PARIS NORD,ARRAS,88.3,2015,11,
PARIS MONTPARNASSE,RENNES,91.4,2016,4,
NANTES,PARIS MONTPARNASSE,93.0,2016,4,
QUIMPER,PARIS MONTPARNASSE,93.3,2015,12,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)"
RENNES,PARIS MONTPARNASSE,92.8,2015,12,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)"
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,91.3,2016,1,
BELLEGARDE (AIN),PARIS LYON,90.7,2016,1,
AVIGNON TGV,PARIS LYON,91.4,2016,1,
MACON LOCHE,PARIS LYON,87.8,2016,1,
PERPIGNAN,PARIS LYON,90.2,2015,12,
PARIS NORD,LILLE,93.1,2015,12,
PARIS NORD,ARRAS,92.4,2015,12,
NANCY,PARIS EST,94.1,2016,1,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,88.9,2016,2,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,94.5,2016,2,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,89.4,2016,2,
PARIS LYON,BELLEGARDE (AIN),91.8,2016,2,
LYON PART DIEU,RENNES,87.9,2016,1,
MONTPELLIER,PARIS LYON,90.4,2016,2,
PARIS LYON,GRENOBLE,90.0,2016,2,
TOULON,PARIS LYON,89.1,2016,2,
NIMES,PARIS LYON,89.4,2016,2,
REIMS,PARIS EST,95.1,2016,2,
PARIS LYON,AIX EN PROVENCE TGV,88.4,2011,9,
LILLE,MARSEILLE ST CHARLES,86.4,2012,9,Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
MARSEILLE ST CHARLES,LILLE,87.2,2012,9,Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
PARIS NORD,DOUAI,87.4,2012,9,Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.3,2012,9,
PARIS LYON,CHAMBERY CHALLES LES EAUX,90.0,2012,9,
LE MANS,PARIS MONTPARNASSE,84.7,2012,9,
PARIS MONTPARNASSE,TOURS,68.3,2016,11,"Cette OD a été touchée par diffférents incidents:
Le 4 : découverte d’un corps à la sortie de la gare de Paris Montparnasse (59 TGV ; 2379’)
Le 4 : dérangement de signalisation en gare de Paris Montparnasse (35 TGV ; 894’)
Le 10 : restitution tardive de travaux à la sortie de Paris (34 TGV ; 386’)
Le 22 : arrêt d’un TGV au niveau de Massy nécessitant un retour en arrière (54 TGV ; 1556’)
Le 28 : incident matériel à la sortie de la gare de Paris (19 TGV ; 370’)"
PARIS NORD,ARRAS,93.3,2016,11,
ARRAS,PARIS NORD,89.8,2016,11,
PARIS NORD,DUNKERQUE,94.9,2016,11,
LILLE,PARIS NORD,91.0,2016,11,
ANGOULEME,PARIS MONTPARNASSE,81.5,2016,12,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.5,2016,12,
LE MANS,PARIS MONTPARNASSE,75.9,2016,12,"Ce mois-ci, cette liaison a été touchée par:
tout le mois: Remplacement d'appareils de voie au niveau de St Leger sur la ligne grande vitesse.
Le 1er : Dérangement de signalisation à la sortie de la LGV à Connerré  (20 TGV ; 701’)
Le 1er Décembre : présence de personnes dans les voies vers Massy (14 TGV ; 504’)
Le 12 : Détresse du TGV 8984 sur la ligne grande vitesse à Rouvray (30 TGV ; 1114’)
Le 27 : Heurt d’un sanglier sur la ligne grande vitesse à St Arnoult (52 TGV ; 3872’)"
LILLE,PARIS NORD,88.1,2016,12,
LYON PART DIEU,LILLE,68.3,2016,12,"Pour le domaine Infra et Voyages , c’est bien la cause « Exterieur » qui progresse fortement ce mois  :               7 évènements marquants pour « Colis suspect » , 9 accidents de personnes ,  et 3 cas d’actes de malveillance avec des personnes dans les voies (Zones de Lyon et Paris Nord). 
Les faits saillants du mois concernant les trains IS sont :le 07 ,l'accident de personne à Champagne TGV et les conséquences de l'arrachement caténaire e nGare de Paris Nord ,  le 12 avec les détresses des trains 6149 à Pasilly et Détresse du 5104 à Chandieu , l'accident de personne à Lunel.
Le 15 , des personnes montées sur une rame Eurostar 9158 à LEW , le 23 Bagage abandonné dans un OUIGO à MVC , le 27 le heurt d'un animal près de Valence et le 30 le heurt d'un chevreuil à Arras."
LYON PART DIEU,RENNES,83.8,2016,12,
MACON LOCHE,PARIS LYON,76.5,2016,12,
MONTPELLIER,LYON PART DIEU,77.6,2016,12,
MULHOUSE VILLE,PARIS LYON,94.3,2016,12,
NANCY,PARIS EST,96.2,2016,12,Espacement TER (01/12)                                                                        Espacement sur la VU au départ de Saint Dié (05/12)                       Accident de personne à Champagne (07/12)                                                 Intervention police à Meuse (17/12)                                                    Manque de puissance dans la motrice de tête (24/12)                        Heurt chevreuil par 2752 (30/12)
NIMES,PARIS LYON,87.0,2016,12,
PARIS LYON,AIX EN PROVENCE TGV,90.8,2016,12,
PARIS LYON,BESANCON FRANCHE COMTE TGV,89.8,2016,12,
PARIS LYON,CHAMBERY CHALLES LES EAUX,59.1,2016,12,
PARIS LYON,NIMES,87.1,2016,12,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,73.4,2016,12,plusieurs heurts + dérangement à Mâcon-Loché + diverses défaillances matériel + dérangement informatique à Lyon Part-Dieu
PARIS MONTPARNASSE,LE MANS,83.7,2016,12,
PARIS MONTPARNASSE,NANTES,93.8,2016,12,"Ce mois-ci, cette liaison a été touchée par:
tout le mois: Remplacement d'appareils de voie au niveau de St Leger sur la ligne grande vitesse.
Le 1er : Dérangement de signalisation à la sortie de la LGV à Connerré  (20 TGV ; 701’)
Le 1er Décembre : présence de personnes dans les voies vers Massy (14 TGV ; 504’)
Le 12 : Détresse du TGV 8984 sur la ligne grande vitesse à Rouvray (30 TGV ; 1114’)
Le 24 : détresse d’un train Intercité vers Montrelais (9 TGV ; 360’)
Le 27 : Heurt d’un sanglier sur la ligne grande vitesse à St Arnoult (52 TGV ; 3872’)"
PARIS MONTPARNASSE,ST MALO,90.8,2016,12,
PARIS MONTPARNASSE,TOURS,77.0,2016,12,"Ce mois-ci, cette liaison a été touchée par:
tout le mois: Remplacement d'appareils de voie au niveau de St Leger sur la ligne grande vitesse.
Le 1er Décembre : présence de personnes dans les voies vers Massy (14 TGV ; 504’)
Le 12 : Détresse du TGV 8984 sur la ligne grande vitesse à Rouvray (30 TGV ; 1114’)
Le 27 : heurt d’un sanglier sur la ligne grande vitesse à St Arnoult (52 TGV ; 3872’)"
PARIS MONTPARNASSE,VANNES,92.3,2016,12,
PARIS NORD,LILLE,90.8,2016,12,
PARIS NORD,ARRAS,87.9,2016,12,
PERPIGNAN,PARIS LYON,89.4,2016,12,plusieurs heurts + affaissement caténaire à Marolles +  diverses défaillances matériel + dérangement à Mâcon-Loché
POITIERS,PARIS MONTPARNASSE,86.6,2016,12,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,66.4,2016,12,"Ce mois-ci, cette liaison a été touchée par:
tout le mois: Remplacement d'appareils de voie au niveau de St Leger sur la ligne grande vitesse.
Le 1er Décembre : présence de personnes dans les voies vers Massy (14 TGV ; 504’)
Le 12 : Détresse du TGV 8984 sur la ligne grande vitesse à Rouvray (30 TGV ; 1114’)
Le 27 : heurt d’un sanglier sur la ligne grande vitesse à St Arnoult (52 TGV ; 3872’)"
STRASBOURG,NANTES,94.7,2016,12,Application guide (03/12)                                                                    Détresse 6105 à Yerres LGV (04/12)                                                           Heurt de sanglier par 4070 (04/12)                                                Dérangement d'aiguille à Angers (05/12)                                   Dérangement à Sablé (09/12)                                                            Suspicion présence humaine tunnel Saverne (09/12)            Dérangement à la sortie du Mans (11/12)                                       Difficulté réception MVC (18/12)                                                               Heurt de sangliers (20/12)                                                                          Colis suspect dans la rame 537 (21/12)                                                 Détresse du 4071 entre Varades et Ancenis (24/12)                               Choc anormal sur 8841 (27/12)
ANGOULEME,PARIS MONTPARNASSE,83.2,2017,1,
ANNECY,PARIS LYON,83.2,2017,1,
ARRAS,PARIS NORD,80.4,2017,1,
BESANCON FRANCHE COMTE TGV,PARIS LYON,93.9,2017,1,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,86.1,2017,1,
MARSEILLE ST CHARLES,PARIS LYON,88.6,2017,1,présence de personnes dans les voies + arbre engageant le gabarit + multiples dérangements + balourd tripode sur le 6120 + détresse d'un train de travaux
PARIS EST,REIMS,88.2,2017,1,
PARIS EST,STRASBOURG,87.9,2017,1,
PARIS LYON,AVIGNON TGV,90.2,2017,1,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,86.2,2017,1,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,89.4,2017,1,
PARIS MONTPARNASSE,BREST,93.7,2017,1,"Le 2 janvier : Heurt d’un cerf entre Angers et Le Mans (11 TGV ; 380’)
Le 2 : Avarie sur le pantographe d’un TER à Paris Montparnasse (29 TGV ; 329’)
Le 4 : Heurt d’un animal entre Ruffec et Angoulême (14 TGV ; 432’)
Le 4 : Choc anormal sur la ligne à grande vitesse (33 TGV ; 814’)
Le 4 : Dérangement d’un appareil de voie à Paris Montparnasse (24 TGV ; 475’)
Le 6 : Dérangement d’installation à Connérré (16 TGV ; 204’)
Le 9 : Heurt d’un sanglier vers Sablé sur Sarthe (10 TGV ; 716’)
Le 11 : Détresse d’un TER entre Laval et Rennes (10 TGV ; 409’)
Le 17 : Rail cassé à Massy (31 TGV ; 573’)
Le 19 : Découverte d’un corps à Laval (12 TGV ; 434’)
Le 20 : Avarie matérielle sur un TGV à Voutré (13 TGV ; 382’)
Le 21 : Dérangement d’installation vers Le Mans (38 TGV ; 369’) 
Le 30 : Détresse d’un TER entre Angers et Le Mans (19 TGV ; 290’)"
PARIS MONTPARNASSE,POITIERS,94.6,2017,1,"Le 1er janvier : accident de personne à Châtellerault (44 TGV ; 2744’)
Le 2 : Avarie sur le pantographe d’un TER à Paris Montparnasse (29 TGV ; 329’)
Le 4 : Choc anormal sur la ligne à grande vitesse (33 TGV ; 814’)
Le 4 : Dérangement d’un appareil de voie à Paris Montparnasse (24 TGV ; 475’)
Le 11 : Colis suspect à Ruffec (14 TGV ; 235’)
Le 17 : Rail cassé à Massy (31 TGV ; 573’)
Le 18 : Dérangement d’installation suite à travaux non conformes à Angoulême (19 TGV ; 260’)"
PARIS NORD,DUNKERQUE,91.0,2017,1,
PARIS NORD,LILLE,83.9,2017,1,
RENNES,LYON PART DIEU,83.9,2017,1,
STRASBOURG,PARIS EST,79.8,2017,1,
VALENCE ALIXAN TGV,PARIS LYON,88.4,2017,1,
ANGOULEME,PARIS MONTPARNASSE,89.2,2017,2,"Ce mois-ci, l'OD a été touché par les incidents suivants:
Le 04 : réduction de vitesse en Aquitaine Poitou-Charentes suite à Tempête (53 TGV ; 3644’)
Le 10 : difficultés dans la préparation des rames au Technicentre (35 TGV ; 559’)
Du 10 au 16 : risque de chute du remblai à Parcoul Médillac (151 TGV ; 1249’)
Le 13 : accident de personne à Poitiers (31 TGV ; 1790’)
Le 13 : risque d’effondrement de la marquise de Libourne (22 TGV ; 1151’)
Le 18 : incident caténaire à Massy TGV (76 TGV ; 4447’)
Le 28 : dérangement d’aiguillage à Paris Montparnasse (25 TGV ; 445’)"
AVIGNON TGV,PARIS LYON,90.7,2017,2,
BREST,PARIS MONTPARNASSE,94.7,2017,2,"Ce mois-ci, l'OD a été touché par les incidents suivants:
Le 10 : difficultés dans la préparation des rames au Technicentre (35 TGV ; 559’)
Le 18 : incident caténaire à Massy TGV (76 TGV ; 4447’)
Le 28 : dérangement d’aiguillage à Paris Montparnasse (25 TGV ; 445’)"
GRENOBLE,PARIS LYON,90.7,2017,2,
